break silence	wsj_1279_1:12_17
take notice	wsj_2418_32:7_8
ride the wave	wsj_1448_10:34_35_36
make a decision	wsj_1306_18:12_13_14
make a decision	wsj_1602_7:28_29_30
make a decision	wsj_1809_51:16_17_19
make a decision	wsj_1120_61:4_5_6
make a decision	wsj_0975_6:6_7_9
make a decision	wsj_1795_52:6_7_9
make a decision	wsj_1493_31:21_22_23
make a decision	wsj_1797_17:56_57_58
lose weight	wsj_0409_57:12_13
pass the buck	wsj_0094_4:4_5_6
let go	wsj_0554_29:19_20
lose it	wsj_1795_27:26_27
lose it	wsj_1996_3:29_30
lose it	wsj_2402_11:6_7
lose it	wsj_0450_0:30_31
make it	wsj_2034_48:8_9
make it	wsj_2361_18:7_8
make it	wsj_0010_9:5_6
make it	wsj_0686_12:39_40
make it	wsj_1569_16:7_8
make it	wsj_2153_35:44_45
make it	wsj_2151_42:29_30
make it	wsj_1844_23:2_3
make it	wsj_0039_26:12_13
make it	wsj_0725_120:9_10
make it	wsj_0966_28:39_40
make it	wsj_1572_22:5_6
make it	wsj_2366_40:32_33
make it	wsj_2013_26:16_17
make it	wsj_1121_46:2_3
make it	wsj_2343_32:40_41
be had	wsj_0728_10:11_12
be had	wsj_0994_32:17_18
be had	wsj_0985_2:11_17
be had	wsj_0267_29:2_14
be had	wsj_0465_65:2_9
play truant	wsj_1286_53:11_12
put one's money where one's mouth is	wsj_1588_5:21_22_23_24_25_26_27
go one's way	wsj_0613_3:16_17_19
take advantage of	wsj_2444_3:19_20_21
take advantage of	wsj_0764_39:2_3_4
take advantage of	wsj_0121_45:3_4_5
take advantage of	wsj_1320_63:19_20_21
take advantage of	wsj_0077_0:2_3_4
take advantage of	wsj_2109_26:13_14_15
take advantage of	wsj_1600_30:34_35_36
take advantage of	wsj_2151_35:24_25_26
take advantage of	wsj_0286_85:14_15_16
take advantage of	wsj_0121_37:15_16_17
take advantage of	wsj_2265_75:16_17_18
take advantage of	wsj_1766_20:21_22_23
take advantage of	wsj_2444_1:2_4_5
take advantage of	wsj_0560_17:33_34_35
take advantage of	wsj_1566_36:28_29_30
take advantage of	wsj_1935_12:12_13_14
take advantage of	wsj_1213_53:14_15_16
take advantage of	wsj_1705_5:26_27_28
take advantage of	wsj_0604_23:17_18_19
take advantage of	wsj_2128_5:20_21_22
take advantage of	wsj_1766_24:18_19_20
cut someone loose	wsj_1149_17:8_10_11
cut someone loose	wsj_0423_17:8_12_13
pave the way	wsj_1213_57:7_8_9
pave the way	wsj_0351_8:19_20_21
pave the way	wsj_1187_8:15_16_17
pave the way	wsj_2331_14:14_15_16
pave the way	wsj_2217_1:8_9_10
take refuge	wsj_0931_28:17_18
take refuge	wsj_0093_16:26_27
take refuge	wsj_1250_7:14_15
take refuge	wsj_1778_82:25_26
sell short	wsj_1601_5:3_4
sell short	wsj_0130_25:27_32
do well	wsj_1453_28:4_5
do well	wsj_1453_41:6_7
do well	wsj_2321_31:17_19
do well	wsj_0663_3:5_6
do well	wsj_2351_46:27_29
do well	wsj_2381_18:10_13
do well	wsj_1761_16:7_8
do well	wsj_0111_10:5_6
do well	wsj_1322_71:7_9
do well	wsj_1264_13:17_18
do well	wsj_0666_37:19_20
do well	wsj_1286_26:7_10
do well	wsj_1887_2:23_24
do well	wsj_1495_19:26_27
do well	wsj_2402_5:16_17
do well	wsj_0909_65:47_50
do well	wsj_1766_15:19_20
do well	wsj_1317_49:5_6
do well	wsj_2376_81:24_25
seize the day	wsj_2446_10:21_24_26
name drop	wsj_1376_7:18_20
get into the act	wsj_1128_42:3_4_5_7
get into the act	wsj_1846_4:13_14_15_16
get into the act	wsj_1654_20:8_9_10_11
get cold feet	wsj_1682_9:11_12_13
get cold feet	wsj_0773_23:4_5_6
get lost	wsj_2431_29:14_15
get lost	wsj_1162_11:35_36
get lost	wsj_0286_68:14_15
join forces	wsj_1515_28:14_15
join forces	wsj_2362_10:25_26
join forces	wsj_0782_4:31_32
join forces	wsj_0653_5:9_10
join forces	wsj_0116_2:13_14
join forces	wsj_0116_18:22_23
join forces	wsj_2347_6:11_12
join forces	wsj_1903_32:7_8
bite the bullet	wsj_1566_38:14_15_16
take the stand	wsj_2377_45:27_28_29
rest assured	wsj_1655_23:2_3
make a move	wsj_0587_7:37_39_42
make a move	wsj_0983_29:3_4_6
make a move	wsj_0983_47:32_33_34
make little of	wsj_0765_57:7_8_9
spring to life	wsj_1213_81:5_6_7
spring to life	wsj_0590_11:7_8_9
tip one's hand	wsj_0978_25:29_30_31
leave be	wsj_0532_7:10_12
leave be	wsj_1795_47:2_11
get going	wsj_2106_26:24_25
make an offer	wsj_2013_144:6_7_8
make an offer	wsj_0759_2:21_22_23
make an offer	wsj_0651_6:23_24_25
fall on hard times	wsj_1206_18:5_6_7_8
fall on hard times	wsj_1222_1:16_17_18_19
fall on hard times	wsj_0532_0:23_24_25_26
carry weight	wsj_0931_33:8_10
carry weight	wsj_1274_17:22_23
take a tumble	wsj_1026_2:12_13_14
knock someone's socks off	wsj_1572_8:12_13_14_15
strike a blow	wsj_1424_30:12_13_14
strike a blow	wsj_2167_0:22_23_24
strike a blow	wsj_1128_60:10_11_12
strike a blow	wsj_0944_39:9_10_11
trade away	wsj_1366_40:6_7
go there	wsj_0748_16:6_7
go there	wsj_0349_54:16_18
go there	wsj_1566_39:2_4
go there	wsj_0473_15:29_31
go there	wsj_0108_48:11_12
pay dividends	wsj_0092_10:14_15
pay dividends	wsj_0288_7:20_23
pay dividends	wsj_0359_49:12_14
pay dividends	wsj_2051_2:22_23
pay dividends	wsj_0090_42:20_21
pay dividends	wsj_1600_16:23_25
rub someone the wrong way	wsj_1560_11:12_14_15_16_17
part company	wsj_2369_4:44_45
make friends	wsj_1826_4:5_7
remain to be seen	wsj_2201_43:3_4_5_6
remain to be seen	wsj_1618_4:8_9_10_11
remain to be seen	wsj_0553_56:10_11_12_13
get a jump on	wsj_1583_9:8_9_10_11
lick one's wounds	wsj_1187_38:8_9_10
get hold of	wsj_1397_33:20_22_23
stir the pot	wsj_1795_39:57_58_59
rock the boat	wsj_0749_54:38_39_40
be called	wsj_0596_3:5_6
be called	wsj_1137_3:5_6
be called	wsj_1376_55:13_14
be called	wsj_0458_1:37_39
be called	wsj_0062_12:7_10
be called	wsj_0984_2:8_9
be called	wsj_0962_7:18_19
be called	wsj_1984_14:21_22
be called	wsj_1504_14:3_4
be called	wsj_1962_14:13_14
be called	wsj_0793_8:12_13
be called	wsj_1695_12:16_17
be called	wsj_1720_6:4_6
be called	wsj_1631_14:5_6
be called	wsj_1631_38:5_6
be called	wsj_2320_6:15_16
be called	wsj_0039_5:15_16
be called	wsj_1188_2:15_16
be called	wsj_2331_36:10_11
be called	wsj_0112_24:6_7
be called	wsj_0596_21:30_31
be called	wsj_2231_23:14_15
be called	wsj_0941_5:7_8
be called	wsj_1126_6:7_8
be called	wsj_1126_10:6_7
be called	wsj_2377_49:11_12
be called	wsj_1844_67:17_18
be called	wsj_2435_3:6_7
be called	wsj_0496_2:21_22
be called	wsj_0937_0:11_13
be called	wsj_1286_18:8_10
be called	wsj_1232_4:11_13
be called	wsj_0596_15:12_13
be called	wsj_0793_11:26_27
get to the point	wsj_1267_30:4_5_6_7
take offense	wsj_0800_36:13_14
go against the grain	wsj_1515_4:2_3_4_5
go against the grain	wsj_1053_13:8_9_10_11
close ranks	wsj_2402_20:3_4
pinch pennies	wsj_2033_35:26_27
put the blame on	wsj_1644_2:7_9_10_11
draw a blank	wsj_0036_13:3_4_5
hit a snag	wsj_0475_7:16_17_18
thumb one's nose	wsj_1705_28:19_20_21
thumb one's nose	wsj_0062_1:8_9_10
come first	wsj_1386_17:3_4
burst into tears	wsj_1435_9:2_3_4
put a stop to	wsj_0761_18:34_35_36_37
breathe easy	wsj_0090_2:4_6
keep mum	wsj_2384_17:4_5
make time	wsj_0495_4:21_26
learn the hard way	wsj_2038_1:3_4_5_6
learn the hard way	wsj_1262_17:7_8_9_10
have time	wsj_2169_21:5_9
have time	wsj_0449_52:23_25
have time	wsj_2402_26:19_21
have time	wsj_0749_13:20_23
have time	wsj_0242_4:20_24
have time	wsj_1688_4:11_14
have time	wsj_1996_34:10_13
have time	wsj_2320_26:8_11
have time	wsj_0208_23:9_12
have time	wsj_1790_11:22_23
have time	wsj_1421_17:6_9
have time	wsj_1856_43:16_17
have time	wsj_1695_25:11_14
have time	wsj_1464_59:18_21
have time	wsj_0409_20:9_11
have time	wsj_0045_10:16_19
have time	wsj_1677_6:42_43
have time	wsj_1644_5:16_18
have time	wsj_0937_1:15_19
have time	wsj_0564_18:17_20
have time	wsj_1691_49:2_3
have time	wsj_1421_22:28_31
top it off	wsj_2373_5:2_3_4
take note	wsj_2265_36:22_23
take note	wsj_1250_32:6_7
take note	wsj_0975_44:6_7
take note	wsj_1270_14:14_15
hang one's hat	wsj_1649_17:23_24_25
move it	wsj_0214_78:8_9
move it	wsj_0409_4:15_16
move it	wsj_1367_36:11_12
move it	wsj_2315_6:20_21
move it	wsj_1206_11:26_27
make matters worse	wsj_2160_10:1_2_3
make matters worse	wsj_1409_9:2_3_4
make matters worse	wsj_2232_21:4_5_6
go it alone	wsj_2106_5:34_35_36
keep an eye on	wsj_0664_55:20_21_22_23
keep an eye on	wsj_0664_67:6_7_8_9
whistle Dixie	wsj_2232_13:9_10
wreak havoc	wsj_0620_3:18_19
wreak havoc	wsj_1635_73:21_22
wreak havoc	wsj_2330_15:5_6
swing through	wsj_0089_28:16_18
get one's foot in the door	wsj_0564_3:11_12_13_15_16_17
get a grip	wsj_1857_1:1_2_3
see to it	wsj_1286_53:3_4_5
let loose	wsj_2407_10:21_22
let loose	wsj_0758_22:5_6
give me	wsj_0121_15:24_25
give me	wsj_2112_65:1_2
give me	wsj_1376_51:23_24
give me	wsj_2111_29:3_4
come in handy	wsj_1055_14:13_14_15
come in handy	wsj_1409_20:18_19_20
put to use	wsj_1474_23:19_21_23
put to use	wsj_1253_26:22_26_30
scare someone to death	wsj_1866_15:6_7_8_9
get in the way	wsj_1428_26:5_6_7_8
get in the way	wsj_1273_19:5_6_7_8
keep someone in the dark	wsj_0590_23:13_14_15_16_17
beat up on	wsj_0561_21:10_11_12
spend time	wsj_0749_9:6_8
spend time	wsj_1505_15:14_16
spend time	wsj_2055_13:12_15
spend time	wsj_0314_9:7_9
spend time	wsj_1574_2:6_8
spend time	wsj_0576_6:10_12
spend time	wsj_2366_33:30_32
spend time	wsj_0434_2:13_16
spend time	wsj_0554_8:9_11
spend time	wsj_1286_53:21_23
spend time	wsj_1120_20:38_41
spend time	wsj_0416_36:25_26
spend time	wsj_1455_32:6_7
spend time	wsj_1470_45:9_13
mark time	wsj_0749_12:12_13
mark time	wsj_1608_0:24_27
mark time	wsj_0776_34:18_19
chase one's own tail	wsj_1328_9:11_12_13_14
give a light	wsj_0598_1:8_9_11
come out of the closet	wsj_2161_43:7_8_9_10_11
run rampant	wsj_0998_38:19_20
cast a shadow	wsj_1428_0:15_16_17
know better	wsj_0094_1:6_7
know better	wsj_0446_44:34_35
know better	wsj_2047_1:12_13
take point of	wsj_0972_34:6_10_11
hit the books	wsj_0414_46:17_18_19
knock on wood	wsj_1743_67:10_11_12
up the ante	wsj_1387_31:5_6_7
put to rest	wsj_0328_2:5_6_7
reverse engineer	wsj_1373_32:8_9
make history	wsj_1927_0:37_40
come to blows	wsj_1315_3:19_20_21
run one's course	wsj_0693_23:38_39_40
run one's course	wsj_0592_20:7_8_9
run one's course	wsj_0946_30:24_25_26
run one's course	wsj_2407_0:29_30_31
fall between the cracks	wsj_2446_18:20_21_22_23
let fly	wsj_0750_3:11_12
lay eggs	wsj_0257_11:12_13
throw in the towel	wsj_0569_16:9_10_11_12
throw in the towel	wsj_1939_8:3_4_5_6
throw in the towel	wsj_0444_4:22_23_24_25
say yes	wsj_1952_21:26_27
take aim	wsj_0093_3:7_8
take aim	wsj_1984_22:32_34
keep quiet	wsj_2112_5:14_18
keep quiet	wsj_2432_2:13_16
keep quiet	wsj_0589_11:7_8
keep quiet	wsj_0598_10:6_7
keep quiet	wsj_2112_18:2_4
keep quiet	wsj_2413_0:28_31
watch it	wsj_1213_18:17_18
kill oneself	wsj_0633_0:17_18
give ground	wsj_1147_31:3_4
miss the mark	wsj_0449_34:21_22_23
miss the mark	wsj_2032_22:8_9_11
miss the mark	wsj_0475_15:5_6_8
lay on the line	wsj_1146_125:10_12_13_14
go crazy	wsj_1057_49:34_35
break ground	wsj_0606_12:6_7
cross the line	wsj_1986_44:9_10_11
wash one's hands	wsj_2264_18:13_14_15
draw attention	wsj_0208_7:11_13
draw attention	wsj_1818_0:7_8
draw attention	wsj_1337_39:17_18
draw attention	wsj_1267_82:3_7
pull in one's horns	wsj_1375_5:23_24_25_26
pull in one's horns	wsj_0983_27:5_6_7_8
pull in one's horns	wsj_1421_21:12_13_14_15
fight a losing battle	wsj_0280_32:7_8_9_10
defeat the purpose	wsj_0045_11:10_11_12
pass muster	wsj_0102_42:9_11
come full circle	wsj_2149_38:5_6_7
point the finger at	wsj_1331_4:37_38_39_40
get under someone's skin	wsj_1128_1:7_8_9_10
go to bed	wsj_0413_11:15_16_17
take control	wsj_1291_13:9_10
take control	wsj_2066_18:13_14
take control	wsj_0773_19:15_16
take control	wsj_0333_6:15_16
take control	wsj_0294_20:5_6
take control	wsj_1012_6:16_17
take control	wsj_0341_5:8_9
take control	wsj_2231_9:9_10
take control	wsj_1315_11:5_6
take control	wsj_0604_7:24_26
take control	wsj_2412_77:21_22
believe one's eyes	wsj_0044_0:5_6_7
roll up one's sleeves	wsj_2368_2:17_18_19_21
mean business	wsj_1469_49:11_14
keep watch	wsj_1874_0:7_9
take to task	wsj_0622_4:20_23_24
fall into place	wsj_1287_6:19_20_21
go nowhere	wsj_0108_28:16_17
say grace	wsj_0526_20:15_16
hold fire	wsj_1163_4:2_4
put in motion	wsj_0567_10:7_8_9
run amok	wsj_1389_28:10_11
run amok	wsj_0569_47:28_29
make a mountain out of a molehill	wsj_0571_3:5_6_7_8_9_10_11
run counter	wsj_0562_3:28_29
run counter	wsj_0238_6:4_5
make news	wsj_0935_0:5_6
take hold	wsj_0909_47:31_32
take hold	wsj_1646_5:5_6
take hold	wsj_2384_20:20_21
take hold	wsj_1567_13:5_6
take hold	wsj_0983_8:16_17
commit suicide	wsj_2367_16:5_6
pay the penalty	wsj_2361_15:4_5_6
cut short	wsj_0437_19:8_9
cut short	wsj_2036_3:2_3
ask the question	wsj_1615_56:1_2_4
ask the question	wsj_0758_39:3_4_6
ask the question	wsj_0550_27:6_7_9
ask the question	wsj_1572_9:11_13_15
catch the eye	wsj_1328_2:11_12_13
catch the eye	wsj_0300_40:10_11_12
open doors	wsj_2448_0:3_5
open doors	wsj_2161_21:17_19
open doors	wsj_0765_35:15_16
open doors	wsj_0277_26:8_10
take the law into one's own hands	wsj_0044_105:6_7_8_9_10_11_12
lay the groundwork	wsj_1628_18:3_4_5
lay the groundwork	wsj_0727_0:6_7_8
lay the groundwork	wsj_1160_0:27_28_29
lay the groundwork	wsj_0598_39:11_12_13
lay the groundwork	wsj_0634_12:15_16_17
raise eyebrows	wsj_1366_29:3_4
raise eyebrows	wsj_1928_34:7_8
hold tight	wsj_0598_33:6_7
play a part	wsj_2378_11:22_23_24
play a part	wsj_2276_25:4_5_6
play a part	wsj_0773_16:6_7_9
put to work	wsj_0275_20:17_20_21
put to work	wsj_0210_2:8_12_13
put to work	wsj_1986_12:23_24_25
read someone's lips	wsj_0808_11:11_12_13
read someone's lips	wsj_2215_4:20_21_22
read someone's lips	wsj_0817_5:2_3_4
stay tuned	wsj_2100_6:26_27
stay tuned	wsj_2361_50:39_40
shout from the rooftops	wsj_1615_19:5_6_7_8
pay heed	wsj_2215_1:14_16
rubber stamp	wsj_0455_24:16_17
rubber stamp	wsj_0765_68:5_7
leave alone	wsj_1387_4:33_36
leave alone	wsj_1760_72:3_5
leave alone	wsj_1315_21:33_34
leave alone	wsj_2418_43:13_15
go bad	wsj_1568_42:8_9
go bad	wsj_1206_2:30_31
clear someone's name	wsj_0909_57:12_13_14
hold up one's end	wsj_1146_101:13_14_15_16
blow it	wsj_2048_23:3_4
pick one's nose	wsj_1568_47:27_28_29
stay put	wsj_1618_19:26_27
go overboard	wsj_1856_64:14_15
go overboard	wsj_1315_9:4_5
press forward	wsj_1062_3:10_11
beat one's brain	wsj_1125_18:5_6_7
assume the position	wsj_2049_1:21_22_24
assume the position	wsj_1949_7:14_15_18
cut corners	wsj_1986_49:21_22
cut corners	wsj_0562_3:20_21
go to war	wsj_2112_22:6_7_8
go to war	wsj_2112_38:53_54_55
take effect	wsj_1963_10:19_20
take effect	wsj_0763_2:6_7
take effect	wsj_1413_0:22_23
take effect	wsj_1988_6:9_10
take effect	wsj_1682_15:25_26
take effect	wsj_0406_3:2_3
take effect	wsj_1478_3:10_11
take effect	wsj_0049_5:10_11
take effect	wsj_1500_16:30_31
take effect	wsj_0375_1:41_42
take effect	wsj_0761_27:17_18
take effect	wsj_0148_5:26_27
take effect	wsj_0934_1:6_7
take effect	wsj_1997_4:10_11
take effect	wsj_1988_8:21_22
take effect	wsj_0328_5:10_11
take effect	wsj_0088_3:13_14
take effect	wsj_0996_4:46_47
take effect	wsj_0609_24:68_69
take effect	wsj_0609_47:47_48
take effect	wsj_0490_24:8_9
take effect	wsj_1763_2:3_4
take effect	wsj_0119_20:16_17
take effect	wsj_1551_1:5_6
take effect	wsj_0756_45:30_31
take effect	wsj_0490_34:3_4
take responsibility	wsj_0174_21:16_17
take responsibility	wsj_1307_32:20_22
take responsibility	wsj_1127_1:3_5
take responsibility	wsj_2002_4:18_19
take responsibility	wsj_1317_3:17_20
steer clear	wsj_0274_32:7_8
steer clear	wsj_0666_14:9_10
steer clear	wsj_0446_19:21_22
make a killing	wsj_2451_44:24_25_26
make a killing	wsj_1572_27:24_25_26
make a killing	wsj_2381_43:5_6_7
stand a chance	wsj_0300_17:5_6_7
stand a chance	wsj_1929_3:20_21_23
know someone	wsj_0554_9:7_8
know someone	wsj_1317_46:5_8
know someone	wsj_1376_20:21_22
know someone	wsj_0529_3:18_19
know someone	wsj_1504_7:15_19
know someone	wsj_1376_27:44_45
know someone	wsj_1376_27:63_64
know someone	wsj_1286_24:2_4
know someone	wsj_1376_56:10_12
know someone	wsj_0955_24:7_9
know someone	wsj_1206_45:4_6
know someone	wsj_0089_63:20_22
know someone	wsj_1327_6:26_27
know someone	wsj_0367_10:24_25
know someone	wsj_0569_13:4_5
know someone	wsj_1560_8:14_16
know someone	wsj_2319_1:13_14
know someone	wsj_1222_14:9_10
know someone	wsj_1388_9:19_20
break loose	wsj_0550_7:4_5
break loose	wsj_1996_51:11_12
come to the party	wsj_0034_38:33_34_35_36
make known	wsj_1250_17:18_19
make known	wsj_0413_16:27_29
make known	wsj_1515_12:8_11
make known	wsj_0413_57:11_13
do the laundry	wsj_0413_36:4_5_6
lay hands on	wsj_0257_20:12_13_14
hear tell	wsj_1128_8:2_6
hear tell	wsj_2109_2:2_4
hang tough	wsj_0937_33:16_18
take shape	wsj_2044_11:23_24
take shape	wsj_0043_30:13_14
take shape	wsj_2044_30:13_16
bring to the table	wsj_2384_23:4_11_12_13
see fit	wsj_0477_29:14_15
take care	wsj_0590_17:11_12
take care	wsj_1916_24:13_16
take care	wsj_0293_38:3_6
take care	wsj_1424_38:4_5
take care	wsj_1250_37:7_8
steal someone's thunder	wsj_1809_4:7_8_9
take notes	wsj_0108_2:4_5
take notes	wsj_0108_40:11_13
take notes	wsj_0108_41:31_33
take a stand	wsj_0100_15:8_9_11
know something backwards	wsj_1504_33:4_7_8
take a look	wsj_0936_0:23_24_26
take a look	wsj_0039_42:11_12_13
take a look	wsj_1831_41:24_25_26
take a look	wsj_1189_8:13_14_16
take a look	wsj_0759_12:35_36_38
take a look	wsj_0767_17:8_9_10
take a look	wsj_0041_8:1_2_3
take a look	wsj_0044_116:18_19_21
take a look	wsj_1804_21:7_8_9
take a look	wsj_2384_30:27_28_31
take a look	wsj_0314_30:14_15_17
take a look	wsj_0814_12:8_9_10
take a look	wsj_0550_31:33_34_35
drag one's feet	wsj_0436_30:13_14_15
drag one's feet	wsj_0814_73:25_26_27
have sex	wsj_0909_79:22_23
have sex	wsj_0550_33:3_4
break ranks	wsj_1146_13:18_19
lose one's cool	wsj_1019_17:8_9_10
bring it	wsj_1844_22:27_28
hold hostage	wsj_1216_21:8_13
make room	wsj_0328_21:13_14
take care of	wsj_0664_31:7_8_9
take care of	wsj_2367_20:7_8_9
take care of	wsj_1831_25:6_7_8
take care of	wsj_1686_6:10_11_12
take care of	wsj_0349_29:6_7_8
take care of	wsj_1162_49:8_9_10
cross the river	wsj_0748_11:4_5_6
give thought	wsj_0085_1:14_16
hold someone's feet to the fire	wsj_0250_20:28_29_30_31_32_33
take for granted	wsj_0296_54:5_7_8
take for granted	wsj_2017_14:23_24_25
take for granted	wsj_1932_33:19_20_21
go far	wsj_0550_16:3_4
go far	wsj_1550_43:13_15
go far	wsj_0267_80:5_8
go far	wsj_1504_45:5_6
go far	wsj_1504_48:3_4
go far	wsj_1847_10:5_8
go far	wsj_0456_18:4_6
go far	wsj_0360_10:17_20
go far	wsj_0799_17:25_27
take one's eye off the ball	wsj_1790_28:7_8_9_10_11_12
change hands	wsj_0247_9:19_20
change hands	wsj_2224_5:8_9
change hands	wsj_1055_19:8_9
change hands	wsj_1695_40:22_24
change hands	wsj_1387_9:17_18
change hands	wsj_1055_5:6_7
change hands	wsj_1500_34:6_7
change hands	wsj_1404_10:8_9
change hands	wsj_1937_9:14_15
keep tabs on	wsj_2070_1:4_6_7
keep tabs on	wsj_1567_32:10_11_12
keep tabs on	wsj_0509_15:19_21_22
sell oneself	wsj_0765_31:12_13
battle it out	wsj_1473_27:23_24_25
leave someone holding the bag	wsj_1206_5:4_5_12_13_14
take a break	wsj_0965_0:3_4_6
quack like a duck	wsj_1631_10:25_26_27_28
quack like a duck	wsj_1499_2:32_33_34_35
play ball	wsj_1618_27:17_18
give away the store	wsj_0765_19:9_10_11_12
lay claim	wsj_0039_1:5_7
leave home	wsj_1817_19:16_17
sit tight	wsj_1623_60:8_9
bring to justice	wsj_2013_159:6_8_9
take issue with	wsj_1569_44:2_3_4
cut to the quick	wsj_2149_6:3_4_5_6
cast aspersions	wsj_0044_128:19_21
stop short	wsj_2230_6:16_17
stop short	wsj_1423_18:16_17
stop short	wsj_2102_39:2_3
stop short	wsj_0633_31:3_4
go to the wall	wsj_1849_29:52_53_54_55
bring to bear	wsj_1287_13:4_7_8
bring to bear	wsj_1004_7:17_18_19
put on the block	wsj_0807_2:8_12_13_14
put on the block	wsj_1820_11:5_11_12_13
put on the block	wsj_1928_32:4_8_9_10
put on the block	wsj_0807_7:8_12_13_15
put on the block	wsj_0114_5:13_16_17_18
throw cold water on	wsj_1269_37:14_15_16_17
get ready	wsj_2237_0:20_21
get ready	wsj_1691_44:11_12
buy time	wsj_0997_0:17_18
get to know	wsj_0554_9:5_6_7
test the waters	wsj_0120_27:2_3_4
buck the trend	wsj_2347_7:10_11_12
buck the trend	wsj_0142_58:1_2_4
buck the trend	wsj_0280_21:12_13_14
beat a retreat	wsj_2053_33:9_10_12
miss a beat	wsj_0601_1:18_19_20
step up to the plate	wsj_2040_3:2_3_4_5_6
step up to the plate	wsj_0671_7:11_12_13_14_15
put to death	wsj_2013_3:16_17_18
belly flop	wsj_1057_87:2_4
take lying down	wsj_0112_52:17_23_24
take lying down	wsj_1123_17:5_8_9
come to the fore	wsj_1128_74:5_6_7_8
come to the fore	wsj_1846_16:25_26_27_28
catch cold	wsj_2444_4:5_6
catch cold	wsj_2444_47:14_15
put into practice	wsj_1455_7:3_9_10
put into practice	wsj_1760_21:6_9_10
double as	wsj_1640_14:51_52
double as	wsj_1760_59:13_14
plunge in	wsj_2230_48:24_25
cut through	wsj_1377_18:18_19
cut through	wsj_1315_10:30_31
cut through	wsj_1057_68:15_16
cut through	wsj_0083_36:21_22
make of	wsj_2231_2:6_7
make of	wsj_1778_35:4_5
make of	wsj_1772_6:16_17
make of	wsj_0367_31:1_2
make of	wsj_1121_31:1_2
make of	wsj_0550_36:25_26
make of	wsj_0998_21:15_16
hang with	wsj_1128_0:6_7
put to	wsj_1980_16:7_12
put to	wsj_1267_54:10_13
know of	wsj_1568_54:16_17
know of	wsj_1560_4:5_6
know of	wsj_0515_49:3_4
know of	wsj_1504_48:12_13
know of	wsj_1875_22:23_24
know of	wsj_1667_28:6_7
know of	wsj_0130_24:19_20
know of	wsj_0360_15:20_21
know of	wsj_1506_0:11_12
know of	wsj_2149_13:7_8
run up against	wsj_2054_21:4_5_6
get past	wsj_1817_26:4_5
get past	wsj_2402_27:20_21
bang on	wsj_1397_58:2_3
team up with	wsj_1047_3:21_22_23
team up with	wsj_1125_15:4_5_6
zero out	wsj_1847_28:13_14
zero out	wsj_1847_12:33_34
tell of	wsj_0758_33:32_34
tell of	wsj_2338_12:3_8
tell of	wsj_0990_52:16_19
tell of	wsj_1875_115:9_16
tell of	wsj_1705_26:10_11
look on as	wsj_0456_3:13_15_18
step to	wsj_1284_43:26_27
base on	wsj_0609_24:2_5
base on	wsj_1284_16:17_18
base on	wsj_1759_4:22_23
base on	wsj_0219_21:14_15
base on	wsj_0728_0:7_8
base on	wsj_0715_2:14_15
base on	wsj_1948_14:17_18
base on	wsj_0694_0:35_36
base on	wsj_1617_37:24_25
base on	wsj_2201_21:12_13
base on	wsj_1120_5:10_11
base on	wsj_1086_2:15_16
base on	wsj_2052_54:10_11
base on	wsj_1569_77:1_2
base on	wsj_1416_12:12_13
base on	wsj_1312_41:18_19
base on	wsj_1923_10:9_10
base on	wsj_1556_6:40_41
base on	wsj_0359_48:16_17
base on	wsj_1424_7:14_15
